Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,電話番号_数字,時間外の電話番号_数字,住所_正規化,住所_都道府県除く,市区町村_推定,住所_残り,データ時点,データ出典_URL,データファイル_URL
2358,愛知県,イナバ薬局日下部店,愛知県稲沢市日下部北町４丁目８０－２,0587334355,1,,,,月火木金:9:00-19:30水:9:00-13:00土:9:00-12:30,,,他者のいない時間対応,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2359,神奈川県,ハックドラッグ新横浜薬局,神奈川県横浜市港北区新横浜２ー３ー１０ＹＫー８ビル１・２階,0454781932,5,2,,https://store.welcia.co.jp/welcia/spot/detail?code=2077D,月-土:9:00-20:00､日･祝:10:00-15:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2360,広島県,会営二葉の里薬局,広島県広島市東区二葉の里３丁目２番１号,0825676077,7,1,,http://www.hiroyaku.or.jp/futabanosato,月-金:8:30ｰ17:30､日:9:00ｰ15:00,有,0825676077,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2361,静岡県,ウエルシア薬局静岡水落店,静岡県静岡市葵区水落町２ー２２,0542003213,1,4,,https://www.welcia-yakkyoku.co.jp/,月-金:9:00-14:00､15:00-19:00､土:9:00-13:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2362,静岡県,ウエルシア薬局清水駒越店,静岡県静岡市清水区駒越西１ー２ー７０,0543371660,1,6,,https://www.welcia-yakkyoku.co.jp/,月-金:8:30-20:00､土:8:30-18:30､日祝:9:00-14:0015:00-18:00,有,0543371660,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2363,神奈川県,ウエルシア薬局平塚南金目店,神奈川県平塚市南金目９３１,0463588210,,1,,https://store.welcia.co.jp/welcia/spot/detail?code=5164D,月-土:9:00-14:00､15:00-19:00,有,0463588210,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2364,新潟県,アイン薬局黒川店,新潟県胎内市下館１４６９－２,0254470022,1,,,,月-金9時-17時30分土8時30分-12時30分,有,0254470022,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2365,群馬県,あさひ調剤薬局,群馬県藤岡市藤岡６２３－１８,0274508885,1,,,http://yhopharmacygroup.cpm,月-金:9:00-18:00､土:9:00-13:00,有,0274508885,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2366,愛知県,アイン薬局甚目寺店,愛知県あま市西今宿八反田５５番２,0524620025,1,,,,月-金9:00-18:00土8:30-12:30,有,0524620025,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2367,沖縄県,外間薬局仲井真店,沖縄県那覇市仲井真１２１番地外間アパート１Ｆ,0988348620,1,,,,月-金:10:00-21:00､土:10:00-21:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2368,鹿児島県,白男川薬局かもいけ店,鹿児島県鹿児島市真砂町３４番３号,0992307433,,1,,,月-金:9:00-17:00､土:9:00-13:00,,,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2369,愛知県,ウエルシア薬局豊川中条町店,愛知県豊川市中条町１丁目５番地,0533953363,4,5,,https://store.welcia.co.jp/welcia/spot/detail?code=7357D,月-金:9:00-14:00､15:00-19:00､土:9:00-13:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2371,大阪府,セガミ薬局香里駅前店,大阪府寝屋川市香里南之町２８ー２４ー１０３,0728330444,7,,1,,月･火･金:9:00-20:00､水･木:9:00-19:00､土:9:00-14:00,有,07031407121,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2372,栃木県,ウエルシア薬局佐野植上店,栃木県佐野市植上町１７８６ー２,0283205030,1,1,,,月-金:9:30-13:0014:00-18:30土:9:30-13:0014:00-17:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2373,静岡県,ウエルシア薬局静岡瀬名店,静岡県静岡市葵区瀬名１丁目１０番１９号,0542676355,1,1,,https://store.welcia.co.jp/welcia/spot/detail?code=7251D,月-金:9:00-14:00､15:00-19:00土:9:00-14:00､15:00-18:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2374,広島県,江波二本松薬局,広島県広島市中区江波二本松１－２－２２,0829613324,,1,,,月火水金9時-18時､木曜9時-17時､土曜9時-16時,有,08029021159,個室；衝立；他者のいない時間対応,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2375,広島県,ザグザグ薬局三原皆実店,広島県三原市皆実四丁目１９－１６,0848812217,1,,,,月-土:9:30-18:30,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2376,愛知県,みんなの薬局守山,愛知県名古屋市守山区鳥羽見２－１２－８宝マンション新守山第８－１Ｆ,0527930900,,1,,,月､火､水､金:9:00-13:00､16:00-20:00､土:9:00-13:00,,,他者のいない時間対応,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2377,東京都,さくら薬局西大井店,東京都品川区西大井一丁目１番２－２０２号,0357433539,1,,,https://www.kraft-net.co.jp/sakura/store/4062/,月-水､金:9:30-18:30､木:9:30-17:00､土:9:30-13:30,,,他者のいない時間対応,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2378,青森県,株式会社弘前市薬剤師薬局,青森県弘前市富田３丁目１４ー１,0172329188,2,2,,hiroyaku.net,月-金:9:00-18:00,有,0172329188,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2379,愛知県,サンタファーマシー,愛知県知多郡阿久比町福住坊田３３－１,0569477480,,1,,,月･水-金:9:00-18:30､日:9:00-12:00,有,08026640077,他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2380,栃木県,ウエルシア薬局日光今市店,栃木県日光市芹沼石神殿１４６１ー２,0288301137,,2,,,月-日:10:00-14:0015:00-18:30,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2381,岡山県,ウエルシア薬局岡山富士見店,岡山県岡山市東区冨士見町一丁目２８－４７,0869425412,,1,,https://store.welcia.co.jp/welcia/spot/detail?code=3778D,月-金:9:30-13:30､14:30-18:30､土:9:30-13:30,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2382,香川県,ココロ調剤薬局六条店,香川県高松市下田井町３７２－１,0878021737,1,,,,月-水､金:9:00‐18:00､木土:9:00‐17:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2383,広島県,康仁薬局広二級橋店,広島県呉市広古新開一丁目１番３２号,0823765066,2,,,,月-水､金:9:00-18:00､木:9:00-17:00､土:9:00-13:00,有,0823765066,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2384,徳島県,常三島調剤薬局,徳島県徳島市北常三島町一丁目１０番地１７,0886573955,,1,,https://www.global-assist.jp,月-土:9:00-18:00,有,0886573955,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2385,群馬県,ウエルシア薬局フォルテ桐生市場店,群馬県みどり市笠懸町阿左美２７６１－１フォルテ桐生市場内,0277324525,,1,,https://www.welcia-yakkyoku.co.jp/,月-水･金:12:00-16:0017:00-21:30､土:10:00-15:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2386,東京都,たま調剤薬局下連雀店,東京都三鷹市下連雀３－６－５１カーザパッセロ１０１号,0422713414,1,,,https://www.kraft-net.co.jp/sakura/store/3690/,月火木金:8:30-18:30､水:9:00-18:00､土8:30-14:00,有,0422713414,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2387,東京都,さくら薬局根津店,東京都文京区根津１－１６－９タウンシップ文京根津１０５,0356851023,1,,,,月･火･水･金:9:00-18:30木･土:9:00-17:00,有,0356851023,パーテーション,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2388,広島県,有限会社ワイズ薬局,広島県広島市安佐南区山本４丁目２６番２３号吉田ビル１階,0828717500,1,,,,月-水､金:8:30-18:30､木:8:30-16:30､土:8:30-13:00,有,0828717500,他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2389,東京都,さくら薬局品川駅港南口店,東京都港区港南二丁目３番２６号モンテーヌ品川１０２,0334743878,,1,,https://www.kraft-net.co.jp/,月-金:9:30-19:30土9:30-18:30第二土9:30-17:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2390,静岡県,ウエルシア薬局静岡田町店,静岡県静岡市葵区田町４ー８ー４,0542732864,1,3,,,月-土曜日9:00-18:30,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2391,広島県,ウォンツ薬局安佐市民病院店,広島県広島市安佐北区亀山南一丁目２番１号,0828472267,1,1,,,8:00-18:00【12/29-1/1.1/3を除く】,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2392,島根県,シーズ薬局高田町店,島根県浜田市高田町６７番地４,0855236717,,1,,,月･火･水･金;8:45-18:00､木;8:45-16:45､土;8:45-13:00,有,09048963244,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2393,兵庫県,三宮ハート薬局,兵庫県神戸市中央区三宮町２丁目５－１三宮ハートビル５階,0783252727,1,,,https://www.medical-service.jp/pharmacy.html,月-金:10:00-14:0015:00-19:15土:11:00-15:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2395,広島県,ほのか薬局,広島県三原市宗郷１－３－３０,0848810585,1,,,https://www.e-classa.net/honoka,月火水金:9:00-18:00.木土:9:00-13:00,,,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2396,静岡県,アイン薬局静岡店,静岡県静岡市駿河区曲金４丁目１３－１７,0542806088,,1,,https://store.ainj.co.jp/detail/1100256/,月-金:8:30-18:00､土:8:30-12:30,,,他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2397,神奈川県,イオン薬局本牧店,神奈川県横浜市中区本牧原７ー１,0456257503,,1,,https://www.aeonretail.jp,月-金:9:00-19:00､土:9:00-19:00､日祝:9:00-19:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2398,広島県,ザグザグ薬局南蔵王３丁目店,広島県福山市南蔵王町三丁目１６番３３号,0849733919,,1,,https://www.zagzag.co.jp,月-水､金､土:9:30-13:30､14:30-18:30,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2399,愛知県,ときわ調剤薬局,愛知県半田市亀崎常盤町３－１２１－６,0569478100,,1,,https://www.samo-c2.jp/store2,月火木金:8:30-19:00､水:8:30-16:30､土8:30-12:30,有,0569478100,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2400,沖縄県,ふく薬局ふてんま店,沖縄県宜野湾市上原１ー５ー９,0989880822,1,1,,https://www.fukuyakuhin.co.jp/,"月-金:9:00-13:30,14:30-18:00",,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2401,栃木県,ウエルシア薬局足利大前店,栃木県足利市大前町８２７ー１,0284650307,,2,,https://www.welcia-yakkyoku.co.jp/,月-金:9:30-14:00､15:00-18:30､土:9:30-14:00､15:00-17:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2402,兵庫県,ウエルシア薬局加古川粟津店,兵庫県加古川市加古川町粟津１００ー１,0794562510,1,1,,https://www.welcia-yakkyoku.co.jp/,月火水金:9:30-19:30､木土:9:30-14:00/15:00-19:30､祝:9:30-14:00/15:00-18:30,有,07013237946,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2403,静岡県,ウエルシア薬局沼津下香貫店,静岡県沼津市下香貫藤井原１６７９－２,0559355466,,1,,,月-金:10:00-13:00､14:00-19:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2404,東京都,ウエルシア薬局新中野2号店,東京都中野区中央４丁目４番３号ジオエント新中野１階,0363824292,2,,,https://www.welcia-yakkyoku.co.jp/,月-金:10:00-13:00､14:00-18:30,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2405,大阪府,ウエルシア薬局堺南余部店,大阪府堺市美原区南余部１９２ー１,0723692125,,2,,https://www.welcia-yakkyoku.co.jp/,"月-金:9:30-14:00,15:00-19:30､土:9:30-14:30､祝日:9:30-14:00,15:00-18:30",,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2406,千葉県,ウエルシア薬局ライフガーデン新浦安店,千葉県浦安市富岡３ー２ー２,0473043753,8,1,,https://store.welcia.co.jp/welcia/spot/detail?code=1168D,月-土:9:00-20:00祝:9:00-14:00､15:00-20:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2407,長野県,アイン薬局中込店,長野県佐久市中込３５６８－９２,0267777393,1,,,,月-金:9:00-18:00土:9:00-13:00,有,0267777393,個室；衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2408,長野県,堀金とをしや薬局,長野県安曇野市堀金烏川５０１０,0263735591,4,2,,https://store.welcia.co.jp/welcia/spot/detail?code=8423D,月-金:09:30-19:00､土:09:30-18:30,有,0263735603,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2409,群馬県,アイン薬局伊勢崎店,群馬県伊勢崎市連取本町１４－３,0270242424,1,,,https://www.ainj.co.jp,月-金:9:00-18:00､土:9:00-12:00,有,0270242424,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2410,広島県,なの花薬局宮浦店,広島県三原市宮浦５丁目１６－１０,0848298000,1,,,,月-水､金:9:00-18:00､木:8:30-16:30､土曜:9:00-13:00,有,0848298000,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2411,広島県,さんくす薬局井口店,広島県広島市西区井口台２丁目２３－３２,0822785335,1,,,,月-水､金:9:00-18:30､木:9:00-17:00､土:9:00-13:00,有,09015415787,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2412,千葉県,ウエルシア薬局東金押堀店,千葉県東金市押堀３３,0475500275,2,2,,,月-土:9:00-19:00､祝:9:00-13:00､14:00-19:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2413,大阪府,ウエルシア薬局イオンタウン守口店,大阪府守口市京阪本通２ー２ー４,0667809892,3,2,,,月-日:9:00-19:00,有,07012203034,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2415,静岡県,ハロー薬局焼津店,静岡県焼津市栄町６丁目３ー１３,0546214646,3,1,,,月-金:8:30-18:00､土:8:30-13:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2416,愛知県,三聖堂薬局あじよし店,愛知県春日井市西本町１ー８ー５,0568364478,1,1,,,月-水､金:9:00-19:00､木9:00-17:00､土:9:00-13:00,有,0568364478,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2417,大阪府,レモン薬局鳳駅前店,大阪府堺市西区鳳東町１－７－３０,0722725355,,1,,,月-水､金:9:00-19:30､木:9:00-19:00､土､日:9:00-13:00,,,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2419,広島県,因島調剤薬局,広島県尾道市因島重井町６６１６ー３,0845251257,2,,,https://www.innoshima-ph.com/pharmacy_innoshima,月火水金:8:00-18:00木曜:8:00-16:00土曜:8:30-12:00,有,0845251257,個室；衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2420,神奈川県,田辺薬局鋼管通り店,神奈川県川崎市川崎区鋼管通１ー４ー２１,0443290078,4,,,https://www.tnb.co.jp/,月-金:8:45-18:00､土:8:45-13:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2421,静岡県,ウエルシア薬局静岡エスパティオ店,静岡県静岡市駿河区南町１４ー２５エスパティオ１階１０１ーＢ号室,0542840818,2,3,,https://www.welcia-yakkyoku.co.jp/,月-土:9:00-19:00,有,0542840818,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2422,大阪府,ホワイト薬局鶴橋店,大阪府大阪市東成区東小橋３－１０－３１コノミヤ鶴橋店前店２階,0643065563,1,,,https://www.white-plan.jp/about_us/shop/white-tsuruhashi/,月-水:9-18:30金土:9-18:30,,,他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2423,静岡県,ウエルシア薬局焼津田尻北店,静岡県焼津市田尻北２６１,0546561261,2,3,,https://www.welcia-yakkyoku.co.jp/,月-金:9:00-14:00/15:00-18:00､土:9:00-13:00,有,0546561261,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2424,愛知県,調剤薬局ツルハドラッグ尾頭橋店,愛知県名古屋市中川区尾頭橋３ー４ー１９,0523249268,2,1,,https://shop.tsuruha-g.com/1439,月-金:9:00-19:00､土:9:00-18:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2425,愛知県,南大高薬局,愛知県名古屋市緑区南大高三丁目１３０６番地,0526232507,1,,,,月火木金:9:00-18:00､水:9:00-17:00､土:9:00-13:00,,,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2426,大阪府,アイン薬局高槻深沢店,大阪府高槻市深沢町１ー２７ー５,0726728033,3,,,,月火木金:9:00-18:30､水:9:00-17:30､土:9:00-13:00,有,0726728033,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2427,兵庫県,ウエルシア薬局南あわじ青木店,兵庫県南あわじ市市青木２３ー２,0799432211,1,1,,https://www.welcia-yakkyoku.co.jp/,月･水･木･金:8:45-18:30､火･土:8:45-14:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2429,高知県,すみれ薬局,高知県四万十市中村東町１－７９,0880344193,1,,,sumire-pharmacy.com,月-金:8:30-18:00､土:9:00-13:00､14:00-18:00,,,個室；衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2430,愛知県,パンダ薬局,愛知県日進市梅森町西田面１７－３,0528083353,,1,,https://panda-ph.jp,月火木金:9:00-13:0015:00-19:00水:9:00-17:00土:9:00-14:00,有,0528083353,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2431,大阪府,あお空薬局はつが野店,大阪府和泉市はつが野１－４４－７,0725925320,,1,,,月曜日-水曜日､金曜日:9:00-19:00木曜日:9:00-18:00土曜日:9:00-13:00,有,0725925320,衝立；他者のいない時間対応,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2432,大阪府,玉串スマット薬局,大阪府東大阪市玉串元町１丁目２番３９号,0729431209,,1,,http://www.smatt.co.jp,"月火水金:9:00-19:00,木:9:00-17:00,土:9:00-13:00",,,他者のいない時間対応,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2433,広島県,ウォンツ亀山薬局,広島県広島市安佐北区亀山３ー３ー１９,0828193807,2,,,https://www.wants.co.jp/,月-金:9:00-13:00､14:00-18:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2434,大阪府,コクミン薬局あびこ道駅前店,大阪府大阪市住吉区清水丘２丁目２９番１１号,0666725930,,1,,https://store.welcia.co.jp/welcia/spot/detail?code=7760C&category=13,月-金9時-19時､土曜9時-18時14時-15時閉局,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2435,東京都,さくら薬局小平学園東店,東京都小平市学園東町１－４－３３ロイヤルヴィーゼ一橋学園１階,0423121132,1,,,https://www.kraft-net.co.jp/sakura/store/3770/,月-金:9:00-19:00土:9:00-14:00,,,他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2436,大阪府,大阪住道さくら薬局,大阪府大東市新町９－７,0728692375,1,,,https://www.kraft-net.co.jp/sakura/store/3311/,月-水･金:9:00-19:00､木･土:9:00-13:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
